card_no,总交易次数,总金额,欺诈次数,可疑次数,唯一商户,唯一地区,唯一设备,欺诈率,风险等级,平均间隔小时,最小间隔分钟,最大交易间隔,间隔变异系数,金额波动率
6222027045593274,8,5711.34,2,0,8,6,8,0.25,极高,366.57142857142856,180.0,1186.0,1.0825158412195683,2.182150695712081
6222027010379415,11,8131.92,2,0,11,6,11,0.18181818181818182,高,237.5,1200.0,430.0,0.550344585527403,0.6722571689697157
6222026305160342,12,6128.9800000000005,2,0,12,7,12,0.16666666666666666,高,209.8181818181818,1800.0,617.0,0.9720316082966908,1.2454943290462135
6222026317189421,6,1892.2199999999998,2,0,6,5,6,0.3333333333333333,极高,479.4,7020.0,1453.0,1.1576206343805633,2.1092586117061933
6222029894264595,8,1887.98,2,0,8,5,8,0.25,极高,240.42857142857142,6660.0,613.0,0.7078200216788882,1.5240927988660036
6222029155819200,11,3281.56,2,0,9,9,11,0.18181818181818182,高,221.1,180.0,864.0,1.3415802187067152,1.3947091335745052
6222029303285822,7,1941.58,2,0,7,5,7,0.2857142857142857,极高,403.1666666666667,7320.0,945.0,0.795440588028566,1.1576054847125399
6222021594312071,13,5843.22,2,0,13,6,13,0.15384615384615385,高,247.0,480.0,478.0,0.6752985245028998,1.9224865576638983
6222021546696950,9,2946.9,2,1,9,7,9,0.2222222222222222,极高,255.25,180.0,832.0,1.0078360673256632,1.9914098955962969
6222021116402431,11,10390.55,2,0,11,6,11,0.18181818181818182,高,272.4,2580.0,756.0,0.9012349970244405,1.8019504306997478
6222021422701550,9,5982.29,1,0,8,7,9,0.1111111111111111,高,321.625,7620.0,667.0,0.6564527088795774,1.5392154438673629
6222021547374338,9,7341.76,1,0,9,6,8,0.1111111111111111,高,211.25,3540.0,643.0,0.9015794410939838,1.5516725043162756
6222029080621072,9,8458.85,1,0,8,5,9,0.1111111111111111,高,367.75,900.0,1113.0,0.9858953078224907,1.7648478760390327
6222029526836552,5,1383.15,1,0,5,5,5,0.2,高,262.5,5520.0,410.0,0.5036789820975288,0.9003967953577594
6222026928691380,10,4698.1900000000005,1,0,10,6,10,0.1,高,236.44444444444446,60.0,820.0,1.0840154783647513,1.4820259949028705
6222026288227800,15,5872.73,1,1,15,8,15,0.06666666666666667,高,180.64285714285714,1080.0,496.0,0.9210864486390545,0.8431376102446999
6222029894847574,10,2062.53,1,0,10,7,10,0.1,高,295.8888888888889,2280.0,625.0,0.7005647227428126,1.0106404606256907
6222029285415473,10,3291.37,1,0,9,6,10,0.1,高,297.0,600.0,619.0,0.7502318943763173,1.3450518732428687
6222026882074066,6,1359.79,1,0,6,4,6,0.16666666666666666,高,445.4,600.0,1101.0,1.025266989440869,1.632425540883246
6222026859286614,7,1757.75,1,0,6,5,7,0.14285714285714285,高,163.0,840.0,635.0,1.448648008698802,1.476592844194474
6222026698759353,6,1166.23,1,0,6,6,6,0.16666666666666666,高,460.6,21000.0,831.0,0.45112434346695857,1.4817654194744827
6222021106456634,11,3858.83,1,0,9,9,10,0.09090909090909091,高,268.6,60.0,802.0,0.8548738082509407,2.118772663375411
6222027567496105,7,3031.92,1,0,7,5,7,0.14285714285714285,高,342.6666666666667,1380.0,653.0,0.9222337815569228,1.003456693276174
6222027519578899,8,3953.3300000000004,1,0,8,6,8,0.125,高,323.2857142857143,600.0,752.0,0.8789820646408046,0.8331147297470739
6222027393195616,6,3184.65,1,0,6,4,6,0.16666666666666666,高,369.6,4200.0,754.0,0.6856126804998215,1.2364043065139714
6222027517938612,8,3270.24,1,0,7,7,8,0.125,高,362.42857142857144,3660.0,911.0,0.9020988734077736,0.855124439351723
6222025996775663,5,1619.03,1,0,4,4,5,0.2,高,515.0,6540.0,996.0,0.708630572186503,1.8484284856891477
6222022445662585,9,2762.19,1,1,8,8,9,0.1111111111111111,高,298.0,2520.0,559.0,0.5048778519176993,1.0584730289049074
6222026687206971,8,4549.39,1,0,7,7,7,0.125,高,399.2857142857143,3600.0,963.0,0.938882879773208,1.1067184066376552
6222026649827836,7,5849.67,1,0,6,5,7,0.14285714285714285,高,413.1666666666667,1860.0,969.0,0.9519778681435657,0.66923657223132
6222021104906255,10,8544.17,1,0,8,6,9,0.1,高,223.22222222222223,1860.0,476.0,0.7743899939425322,0.9844609382206708
6222028987073217,6,6498.59,1,0,6,4,6,0.16666666666666666,高,352.2,600.0,1171.0,1.328780449590273,1.4505610263203403
6222029697354961,10,14065.210000000001,1,0,9,6,10,0.1,高,236.88888888888889,1920.0,853.0,1.141874716008401,2.6512829487086744
6222022503068227,8,1521.69,1,0,6,7,8,0.125,高,376.14285714285717,1500.0,932.0,0.7918467956019356,1.7405441619196895
6222021958682846,9,6468.79,1,0,9,6,9,0.1111111111111111,高,312.125,120.0,763.0,0.9099103026394683,2.684364369690982
6222022699887270,8,2319.22,1,0,7,6,8,0.125,高,321.14285714285717,1980.0,968.0,1.188666538005819,1.6078962881389267
6222028531118333,9,2756.1800000000003,1,0,9,6,9,0.1111111111111111,高,375.75,360.0,1149.0,1.0282639954155413,1.4214750397388505
6222028380507338,10,3154.85,1,0,10,6,10,0.1,高,284.55555555555554,540.0,1165.0,1.2035686887447627,0.7686193175927937
6222025837082260,9,3281.66,1,0,8,5,9,0.1111111111111111,高,276.875,1200.0,1029.0,1.223968124703389,1.1389720950375763
6222025646751885,6,4531.86,1,1,6,5,6,0.16666666666666666,高,547.4,2220.0,1368.0,0.9601092300189693,1.1467993865421469
6222025659161352,9,2918.15,1,0,8,6,9,0.1111111111111111,高,242.5,4260.0,405.0,0.5633142354812132,1.0057737185170355
6222025710360983,6,4305.37,1,0,6,5,6,0.16666666666666666,高,502.0,13140.0,1039.0,0.66372935609952,2.1448396335332496
6222025774080233,7,1747.9600000000003,1,0,6,5,7,0.14285714285714285,高,464.3333333333333,4080.0,1184.0,1.083908850492198,1.2882073088277122
6222024877520294,8,16213.79,1,0,8,5,8,0.125,高,373.85714285714283,2160.0,708.0,0.6918831011008764,2.472099161814817
6222022137651678,8,12398.68,1,0,8,6,8,0.125,高,257.2857142857143,1980.0,712.0,0.8526499536228788,1.102551302417414
6222022125089309,7,1716.97,1,0,6,5,7,0.14285714285714285,高,299.3333333333333,180.0,1057.0,1.3215668562959433,1.660864669651866
6222028086172302,8,1740.49,1,0,7,6,8,0.125,高,425.0,10380.0,935.0,0.6975402490733262,0.9384276702537298
6222024643576871,6,5249.0599999999995,1,0,6,4,6,0.16666666666666666,高,467.8,4500.0,906.0,0.6912620477933681,1.3689154289507524
6222024712367625,10,3013.21,1,0,8,7,10,0.1,高,299.22222222222223,2400.0,694.0,0.7059684097407742,1.2636724347907855
6222024888749350,12,3881.5299999999997,1,1,11,6,12,0.08333333333333333,高,239.9090909090909,660.0,565.0,0.8679313305427793,1.3129336680647272
6222025419627962,11,4546.0199999999995,1,0,10,9,11,0.09090909090909091,高,244.0,1560.0,582.0,0.7361930470023045,1.2338426827801867
6222027635473142,5,4627.12,1,0,5,4,5,0.2,高,391.75,4260.0,714.0,0.6747475048189581,1.6312445241906828
6222027825844140,12,7323.47,1,0,12,7,12,0.08333333333333333,高,246.8181818181818,1860.0,525.0,0.7020459571306131,2.0348512530505287
6222027852415525,9,2595.4799999999996,1,0,8,6,9,0.1111111111111111,高,171.25,2640.0,500.0,1.1487981792824673,1.7610557624969445
6222023980491761,7,5138.12,1,0,6,7,7,0.14285714285714285,高,373.0,8880.0,851.0,0.71608975561067,1.444727385750424
6222024700855390,9,2335.12,1,0,8,6,9,0.1111111111111111,高,325.75,720.0,868.0,1.0279563850135047,1.4708046581529661
6222028339176912,7,3538.81,1,0,6,5,7,0.14285714285714285,高,422.5,2580.0,798.0,0.6390510628934589,0.8970407296222408
6222023694860228,10,3866.65,1,0,10,7,9,0.1,高,321.22222222222223,2940.0,634.0,0.5914084488130047,1.4486363401414803
6222023476426797,9,9638.89,1,1,8,7,9,0.1111111111111111,高,310.125,2460.0,797.0,0.7999012228585068,1.7685686774819802
6222023691864041,9,3899.28,1,0,9,7,9,0.1111111111111111,高,335.25,1680.0,1218.0,1.236820269418839,0.8944603238294588
6222024131575764,5,1760.95,1,0,5,4,5,0.2,高,573.0,2400.0,1271.0,0.9582545136688739,0.6383352026621122
6222023987248494,8,4941.639999999999,1,1,8,6,8,0.125,高,333.7142857142857,540.0,1185.0,1.2273377983286804,2.266830987958173
6222028854238082,9,5836.49,1,0,7,5,9,0.1111111111111111,高,326.5,360.0,762.0,0.8527837226901716,2.4413165392117944
6222028934927891,6,5909.19,1,1,6,4,6,0.16666666666666666,高,309.0,11580.0,644.0,0.6114749495553046,1.8999636832743878
6222028826851692,7,3966.4399999999996,1,0,7,7,7,0.14285714285714285,高,415.0,1860.0,1436.0,1.2515301709934734,1.1322953493845247
6222021965067727,8,4261.83,1,0,7,5,8,0.125,高,284.7142857142857,1020.0,1022.0,1.2579317462841229,0.5076612600808902
6222023303082117,6,6183.51,1,0,6,3,6,0.16666666666666666,高,525.8,11700.0,1221.0,0.8044933443606312,1.9383477055681815
6222023319936135,11,10458.199999999999,1,1,10,8,10,0.09090909090909091,高,236.1,5760.0,662.0,0.7395393362532972,1.9025386191382252
6222029677466102,10,2510.3999999999996,1,0,9,7,10,0.1,高,298.77777777777777,1560.0,706.0,0.7365932719692149,1.6448516281189838
6222029592390865,9,5540.13,1,0,9,7,9,0.1111111111111111,高,346.0,1800.0,737.0,0.8010153911828624,1.5200501811746217
6222021667779376,10,2169.16,1,0,9,8,10,0.1,高,238.88888888888889,660.0,782.0,1.0797818420369203,1.0367948470596722
6222021676168421,4,1282.3,1,1,4,4,4,0.25,极高,683.0,29100.0,874.0,0.28491134710837684,0.22447080106204612
6222028612747444,7,4728.39,1,0,6,5,7,0.14285714285714285,高,441.3333333333333,5400.0,824.0,0.7046903080003122,2.2691264552024606
6222028763140509,9,2044.5900000000001,1,0,9,5,8,0.1111111111111111,高,261.375,1440.0,688.0,0.7283731164937518,1.7566363579010928
6222029573276057,7,2493.64,0,1,6,5,7,0.0,低,348.3333333333333,3660.0,886.0,0.9044541536172594,1.314320934649394
6222029462806178,8,4060.87,0,0,8,6,8,0.0,低,372.42857142857144,1320.0,1359.0,1.2799320988322342,1.4987244390595846
6222021470939445,5,1794.19,0,0,4,4,5,0.0,低,429.5,6840.0,1051.0,0.9906706573653508,1.0612777247921152
6222029410288290,10,3121.62,0,0,10,7,10,0.0,低,265.44444444444446,300.0,571.0,0.7496602934923101,1.1759712923360233
6222026242173772,5,4158.24,0,0,5,3,5,0.0,低,262.5,5460.0,500.0,0.652978755185888,1.055694391273643
6222026923206003,7,3035.59,0,0,6,6,7,0.0,低,387.1666666666667,360.0,867.0,0.8508113081322667,1.7008547805047982
6222029292791081,4,4379.59,0,0,4,3,4,0.0,低,814.3333333333334,21360.0,1109.0,0.4940192287508356,1.4364627270140018
6222029805620900,5,3243.4300000000003,0,0,4,4,5,0.0,低,433.25,2460.0,1380.0,1.4634255358845558,1.3311606934210993
6222027540301973,2,577.14,0,0,2,2,2,0.0,低,1420.0,85200.0,1420.0,,
6222022351531223,14,8371.79,0,0,13,7,14,0.0,低,158.92307692307693,540.0,697.0,1.1583155465959434,1.3274133273182216
6222027887950851,5,483.28999999999996,0,0,5,4,5,0.0,低,737.25,2220.0,2266.0,1.4070854218453919,1.2083511847499464
6222025931025271,3,3395.4,0,0,2,3,3,0.0,低,978.5,20580.0,1614.0,0.9184800397425671,1.3270202765096577
6222024713453204,15,6840.21,0,0,15,7,15,0.0,低,209.42857142857142,1080.0,635.0,0.9688919954659548,2.2194378061802884
6222024645120421,8,1717.81,0,0,8,5,8,0.0,低,311.85714285714283,1680.0,1142.0,1.2613863873687188,1.0445733922318496
6222023392080953,7,3237.18,0,0,7,5,7,0.0,低,376.8333333333333,4200.0,1047.0,1.0023155935611132,2.0147942381401887
6222024311931853,8,5093.81,0,1,6,5,8,0.0,低,321.14285714285717,660.0,771.0,1.017221278868276,1.5805397883984753
6222022811967841,7,3541.2999999999997,0,0,6,4,7,0.0,低,380.6666666666667,1980.0,829.0,0.8643820562884269,1.0831736269260717
6222029623534576,2,215.25,0,0,2,2,2,0.0,低,2122.0,127320.0,2122.0,,
6222022047905204,7,1424.58,0,2,7,6,7,0.0,低,336.1666666666667,1620.0,1024.0,1.0586599036404543,0.6525775471416378
6222021083651970,8,4055.46,0,0,6,6,8,0.0,低,301.7142857142857,3000.0,878.0,0.9598374869444992,1.4437218775748843
